position,name,team,level,league,nationality,dob,age,overall,potential,salary,years_left,contract_value,total_years
RP,Greyson McCall,Boise,MLB,MLB,USA,09/18/2034,33,2.0,2.0,284000.0,0,284000.0,1
RP,Jeremiah McDermott,Philadelphia,MLB,MLB,USA,07/18/2041,26,2.5,2.5,284000.0,0,284000.0,1
RP,Dartmouth McDonald,Nashville,MLB,MLB,USA,06/07/2039,28,2.5,2.5,284000.0,0,284000.0,1
CF,Isaac McDowell,Boston,MLB,MLB,USA,09/29/2042,25,2.5,2.5,284000.0,0,284000.0,1
C,Lowell McFeeters,Houston,MLB,MLB,USA,01/21/2041,27,2.5,3.0,284000.0,0,284000.0,1
3B,Cam McKeel,Austin,MLB,MLB,USA,05/29/2042,25,2.5,3.0,284000.0,0,284000.0,1
RP,Yosmi McLaughlin,Austin,MLB,MLB,USA,12/31/2040,27,2.5,3.5,284000.0,0,284000.0,1
CF,Jeffery McLeod,Baltimore,MLB,MLB,USA,09/29/2042,25,2.5,3.0,284000.0,0,284000.0,1
2B,Tennessee McMurry,Boston,MLB,MLB,CAN,06/25/2043,24,2.5,3.5,284000.0,0,284000.0,1
RF,Timon McPherson,Omaha,MLB,MLB,USA,12/12/2040,27,3.5,4.0,284000.0,0,284000.0,1
1B,Albert Meier,Houston,MLB,MLB,USA,06/02/2042,25,2.0,3.0,284000.0,0,284000.0,1
RP,Honesto Mejia,Philadelphia,MLB,MLB,PUR,08/29/2041,26,2.5,3.0,284000.0,0,284000.0,1
RP,César Melendez,Vancouver,MLB,MLB,PUR,01/20/2044,24,2.0,4.5,284000.0,0,284000.0,1
RP,Jimmie Mentzer,Albuquerque,MLB,MLB,USA,07/07/2041,26,2.5,3.0,284000.0,0,284000.0,1
1B,Ted Meola,Milwaukee,MLB,MLB,USA,03/06/2045,22,2.5,2.5,284000.0,0,284000.0,1
RP,Harvey Mesigua,Oakland,MLB,MLB,PUR,02/23/2042,25,2.5,2.5,284000.0,0,284000.0,1
3B,Nolan Miller,Kansas City,MLB,MLB,USA,07/10/2044,23,2.5,3.5,284000.0,0,284000.0,1
RP,Topper Mineau,Salt Lake,MLB,MLB,USA,05/18/2042,25,2.5,2.5,284000.0,0,284000.0,1
2B,WARREN MISSOURI,Detroit,MLB,MLB,USA,06/12/2045,22,2.5,4.0,284000.0,0,284000.0,1
SP,Winfred Miura,Colorado,MLB,MLB,USA,09/28/2042,25,3.0,3.0,284000.0,0,284000.0,1
2B,Allan Mocarski,Salt Lake,MLB,MLB,USA,04/01/2042,25,2.5,4.0,284000.0,0,284000.0,1
SP,Josiah Moe,Seattle,MLB,MLB,USA,05/10/2042,25,3.5,4.5,284000.0,0,284000.0,1
RP,Martin Molina,Oakland,MLB,MLB,CUB,03/07/2043,24,2.0,3.5,284000.0,0,284000.0,1
2B,Emanuel Mongeon,Montreal,MLB,MLB,USA,04/15/2041,26,2.5,3.0,284000.0,0,284000.0,1
RP,Fernando Monreal,New York,MLB,MLB,PUR,11/30/2043,24,2.5,2.5,284000.0,0,284000.0,1
SP,Jonathan Moody,Omaha,MLB,MLB,USA,03/03/2042,25,2.5,3.5,284000.0,0,284000.0,1
3B,Scooter Moon,Cincinnati,MLB,MLB,USA,07/08/2041,26,2.0,3.0,284000.0,0,284000.0,1
CF,Jim Moore,Boston,MLB,MLB,USA,03/23/2043,24,2.0,5.0,284000.0,0,284000.0,1
LF,Ferdy Morales,New York,MLB,MLB,PUR,03/12/2044,23,3.0,4.0,284000.0,0,284000.0,1
RP,Sebastian Morales,Seattle,MLB,MLB,PUR,04/07/2040,27,2.5,3.5,284000.0,0,284000.0,1
2B,Timoteo Morales,New York,MLB,MLB,PUR,12/05/2043,24,2.5,3.0,284000.0,0,284000.0,1
CF,Sebastian Moreno,Los Angeles,MLB,MLB,MEX,07/15/2043,24,2.0,3.0,284000.0,0,284000.0,1
LF,Lewis Morgan,Miami,MLB,MLB,USA,09/09/2042,25,3.0,4.5,284000.0,0,284000.0,1
C,Jim Morrin,Oakland,MLB,MLB,USA,04/17/2040,27,2.5,3.0,284000.0,0,284000.0,1
RP,Jon Morris,Houston,MLB,MLB,USA,05/14/2043,24,2.0,2.5,284000.0,0,284000.0,1
C,Phil Morris,Arizona,MLB,MLB,CAN,10/26/2043,24,1.5,4.0,284000.0,0,284000.0,1
CL,Josh Moss,Seattle,MLB,MLB,USA,04/29/2040,27,2.5,4.0,284000.0,0,284000.0,1
1B,Eugene Moyers,Nashville,MLB,MLB,USA,12/07/2041,26,2.5,3.0,284000.0,0,284000.0,1
RF,Alonso Munoz,Arizona,MLB,MLB,USA,03/25/2044,23,1.5,3.0,284000.0,0,284000.0,1
LF,Heyg Murphy,Colorado,MLB,MLB,USA,07/07/2042,25,2.5,3.0,284000.0,0,284000.0,1
CF,Sansom Murphy,Los Angeles,MLB,MLB,USA,12/21/2041,26,2.5,2.5,284000.0,0,284000.0,1
3B,Donald Murray,Arizona,MLB,MLB,USA,04/11/2042,25,2.5,2.5,284000.0,0,284000.0,1
C,Luís Muñiz,Milwaukee,MLB,MLB,PUR,06/25/2042,25,2.5,3.0,284000.0,0,284000.0,1
RP,Lewis Myers,St. Louis,MLB,MLB,USA,11/27/2042,25,2.5,3.5,284000.0,0,284000.0,1
LF,Jeremy Nakajima,Salt Lake,MLB,MLB,USA,07/31/2042,25,2.5,2.5,284000.0,0,284000.0,1
RP,Rob Natali,Austin,MLB,MLB,USA,07/25/2043,24,3.0,4.5,284000.0,0,284000.0,1
RP,Damian Naz,Oakland,MLB,MLB,USA,09/10/2041,26,3.0,3.5,284000.0,0,284000.0,1
RP,Glen Negrete,Toronto,MLB,MLB,USA,09/14/2043,24,1.5,3.5,284000.0,0,284000.0,1
RP,Jared Nelson,Omaha,MLB,MLB,USA,01/15/2044,24,3.0,5.0,284000.0,0,284000.0,1
C,Oscar Newton,Tampa Bay,MLB,MLB,BAH,08/12/2039,28,2.5,3.0,284000.0,0,284000.0,1
C,Todd Newton,New Orleans,MLB,MLB,USA,04/17/2042,25,3.0,3.5,284000.0,0,284000.0,1
RF,Arthur Nichols,Nashville,MLB,MLB,USA,10/30/2041,26,2.5,2.5,284000.0,0,284000.0,1
SP,Henry Nielson,New Orleans,MLB,MLB,USA,02/23/2043,24,3.0,3.0,284000.0,0,284000.0,1
RP,Yoon-Soo No,Washington,MLB,MLB,KOR,11/01/2041,26,2.0,3.0,284000.0,0,284000.0,1
RP,Walt Noonan,Detroit,MLB,MLB,USA,01/30/2042,26,3.0,3.5,284000.0,0,284000.0,1
CL,Danny Normand,Montreal,MLB,MLB,CAN,09/22/2041,26,5.0,5.0,284000.0,0,284000.0,1
C,Shiloh Nunez,Tampa Bay,MLB,MLB,USA,09/29/2042,25,4.0,4.0,284000.0,0,284000.0,1
LF,Stu O'Connor,Atlanta,MLB,MLB,USA,11/12/2042,25,3.0,3.5,284000.0,0,284000.0,1
1B,A.J. O'Neil,Kansas City,MLB,MLB,USA,04/01/2044,23,1.5,3.5,284000.0,0,284000.0,1
CL,Dylan O'Shields,St. Louis,MLB,MLB,USA,10/21/2039,28,2.5,3.0,284000.0,0,284000.0,1
LF,Max Olivares,Milwaukee,MLB,MLB,PUR,07/29/2042,25,2.5,3.0,284000.0,0,284000.0,1
SS,J.C. Orellana,Austin,MLB,MLB,USA,08/16/2039,28,2.5,3.0,284000.0,0,284000.0,1
2B,Cayden Organ,New York,MLB,MLB,USA,10/07/2043,24,2.0,4.0,284000.0,0,284000.0,1
1B,Pepé Orosco,Boise,MLB,MLB,PUR,02/10/2043,24,2.0,3.5,284000.0,0,284000.0,1
C,Iván Ortega,Salt Lake,MLB,MLB,PUR,04/18/2041,26,3.0,4.0,284000.0,0,284000.0,1
RP,Ignácio Ortrar,San Diego,MLB,MLB,PUR,08/29/2042,25,2.5,3.0,284000.0,0,284000.0,1
LF,Edison Osugi,Miami,MLB,MLB,USA,04/26/2043,24,2.5,3.5,284000.0,0,284000.0,1
1B,Aitor Oviedo,Arizona,MLB,MLB,PUR,03/18/2042,25,5.0,5.0,284000.0,0,284000.0,1
CF,Luís Pacheco,Philadelphia,MLB,MLB,MEX,08/08/2039,28,2.5,3.0,284000.0,0,284000.0,1
CL,Dario Pacher,Cleveland,MLB,MLB,USA,08/09/2040,27,3.5,3.5,284000.0,0,284000.0,1
CL,Celino Pagan,Milwaukee,MLB,MLB,PUR,09/23/2042,25,5.0,5.0,284000.0,0,284000.0,1
CF,Don Palahnyuk,Los Angeles,MLB,MLB,CAN,07/10/2043,24,2.0,3.5,284000.0,0,284000.0,1
RP,Graciano Palomas,Atlanta,MLB,MLB,PUR,11/18/2042,25,2.0,3.0,284000.0,0,284000.0,1
SS,Gerardo Paramo,New York,MLB,MLB,PUR,07/02/2043,24,2.5,3.0,284000.0,0,284000.0,1
LF,Rick Paris,Austin,MLB,MLB,USA,05/04/2042,25,2.0,3.0,284000.0,0,284000.0,1
CF,Warren Park,Colorado,MLB,MLB,USA,02/01/2040,27,3.0,3.5,284000.0,0,284000.0,1
3B,Anderson Parker,Miami,MLB,MLB,CAN,07/13/2042,25,2.0,3.0,284000.0,0,284000.0,1
2B,Tony Parodi,Chicago,MLB,MLB,USA,01/16/2040,28,2.5,2.5,284000.0,0,284000.0,1
RF,Marv Partida,St. Louis,MLB,MLB,USA,01/20/2040,28,3.0,3.0,284000.0,0,284000.0,1
1B,Binyamin Paruta,Kansas City,MLB,MLB,USA,02/14/2042,25,2.5,2.5,284000.0,0,284000.0,1
LF,Cooper Patterson,Omaha,MLB,MLB,USA,07/16/2042,25,2.5,2.5,284000.0,0,284000.0,1
CF,Dusty Paulic,St. Louis,MLB,MLB,USA,06/11/2042,25,2.5,2.5,284000.0,0,284000.0,1
RP,A.J. Paulino,Cincinnati,MLB,MLB,PUR,08/22/2042,25,2.0,4.0,284000.0,0,284000.0,1
RF,Eric Perez,Baltimore,MLB,MLB,USA,03/06/2040,27,2.0,2.5,284000.0,0,284000.0,1
3B,Marcos Perez,Milwaukee,MLB,MLB,PUR,07/17/2043,24,2.0,2.5,284000.0,0,284000.0,1
RP,Kevin Perkins,Houston,MLB,MLB,USA,01/18/2035,33,2.5,2.5,284000.0,0,284000.0,1
1B,Todd Perlman,Miami,MLB,MLB,USA,04/18/2043,24,2.0,3.0,284000.0,0,284000.0,1
3B,Jonathan Perlmutter,Oakland,MLB,MLB,USA,09/01/2043,24,2.0,2.5,284000.0,0,284000.0,1
RP,Richard Pethan,Austin,MLB,MLB,USA,07/04/2039,28,3.0,3.0,284000.0,0,284000.0,1
RP,Dwaine Petty,Oakland,MLB,MLB,USA,04/05/2042,25,2.0,5.0,284000.0,0,284000.0,1
RP,Doo-seong Phifer,Montreal,MLB,MLB,USA,04/22/2044,23,2.0,3.0,284000.0,0,284000.0,1
RP,Tim Philhower,Salt Lake,MLB,MLB,USA,07/12/2042,25,1.5,3.0,284000.0,0,284000.0,1
SS,Ted Phillips,Milwaukee,MLB,MLB,USA,02/20/2043,24,4.0,5.0,284000.0,0,284000.0,1
RP,Billy Phinney,Milwaukee,MLB,MLB,USA,11/04/2041,26,2.5,2.5,284000.0,0,284000.0,1
C,Jared Pineda,Omaha,MLB,MLB,PUR,04/24/2044,23,2.0,2.5,284000.0,0,284000.0,1
RP,Leonardo Pineda,Kansas City,MLB,MLB,PUR,07/16/2043,24,2.0,3.5,284000.0,0,284000.0,1
RP,Lebron Pitts,Boston,MLB,MLB,USA,02/04/2044,23,1.5,4.5,284000.0,0,284000.0,1
RP,Adiano Piño,Boise,MLB,MLB,PUR,11/27/2039,28,2.5,2.5,284000.0,0,284000.0,1
RP,Landon Ponce,Minnesota,MLB,MLB,USA,04/18/2044,23,2.0,4.5,284000.0,0,284000.0,1
RP,Rudolph Porter,Philadelphia,MLB,MLB,USA,02/06/2043,24,2.0,2.5,284000.0,0,284000.0,1
RP,Elliot Postula,Austin,MLB,MLB,USA,01/12/2041,27,4.5,4.5,284000.0,0,284000.0,1
2B,Cole Price,Carolina,MLB,MLB,USA,09/18/2041,26,1.5,4.0,284000.0,0,284000.0,1
RP,Ian Priego,Philadelphia,MLB,MLB,PUR,10/24/2043,24,1.5,3.0,284000.0,0,284000.0,1
RP,Ruben Prieto,Montreal,MLB,MLB,CUB,11/04/2040,27,2.5,2.5,284000.0,0,284000.0,1
RP,Cristóbal Pérez,Minnesota,MLB,MLB,PUR,07/29/2043,24,2.5,3.5,284000.0,0,284000.0,1
RP,Joshua Quinlan,San Diego,MLB,MLB,USA,07/20/2037,30,2.5,2.5,284000.0,0,284000.0,1
1B,Adalberto Quintero,Colorado,MLB,MLB,USA,11/26/2042,25,2.0,2.5,284000.0,0,284000.0,1
1B,Manuell Quintero,Carolina,MLB,MLB,MEX,12/10/2040,27,2.0,2.5,284000.0,0,284000.0,1
CF,Benito Quiñones,Vancouver,MLB,MLB,PUR,09/22/2041,26,2.0,2.5,284000.0,0,284000.0,1
1B,Sam Ramazanov,Albuquerque,MLB,MLB,USA,09/18/2040,27,3.5,4.0,284000.0,0,284000.0,1
LF,Hayden Ramer,Detroit,MLB,MLB,USA,04/03/2043,24,1.5,3.5,284000.0,0,284000.0,1
SS,Nacho Ramirez,Baltimore,MLB,MLB,PUR,11/21/2039,28,2.5,3.5,284000.0,0,284000.0,1
RP,Marcos Ramos,Cleveland,MLB,MLB,PUR,01/16/2040,28,2.5,3.0,284000.0,0,284000.0,1
1B,Reinaldo Ramos,Carolina,MLB,MLB,PUR,01/31/2041,27,2.5,2.5,284000.0,0,284000.0,1
1B,Jesus Ramírez,Kansas City,MLB,MLB,PUR,09/03/2040,27,2.5,3.0,284000.0,0,284000.0,1
LF,Ponticus Ramírez,Miami,MLB,MLB,MEX,09/07/2042,25,2.5,2.5,284000.0,0,284000.0,1
3B,Oliver Randall,Cincinnati,MLB,MLB,USA,04/25/2042,25,2.5,3.0,284000.0,0,284000.0,1
1B,Owen Rateike,Los Angeles,MLB,MLB,USA,02/10/2039,28,2.0,3.0,284000.0,0,284000.0,1
RF,Buddy Rausch,Philadelphia,MLB,MLB,USA,07/17/2044,23,2.5,2.5,284000.0,0,284000.0,1
RP,Steve Ray,Milwaukee,MLB,MLB,USA,09/08/2043,24,2.0,3.5,284000.0,0,284000.0,1
3B,Austin Reilly,Detroit,MLB,MLB,USA,02/22/2042,25,2.5,2.5,284000.0,0,284000.0,1
C,Martin Repp,Colorado,MLB,MLB,USA,01/16/2040,28,2.5,2.5,284000.0,0,284000.0,1
2B,Orlando Reyes,New Orleans,MLB,MLB,PUR,10/03/2041,26,2.0,3.5,284000.0,0,284000.0,1
2B,R.J. Reyna,Los Angeles,MLB,MLB,PUR,01/21/2043,25,2.5,4.5,284000.0,0,284000.0,1
CL,Emerson Richey,Baltimore,MLB,MLB,USA,08/19/2040,27,3.0,3.0,284000.0,0,284000.0,1
RP,Easton Riffel,Minnesota,MLB,MLB,USA,10/18/2041,26,2.5,2.5,284000.0,0,284000.0,1
RP,Ronnie Riley,Omaha,MLB,MLB,USA,04/25/2040,27,2.5,2.5,284000.0,0,284000.0,1
2B,D.J. Rippe,Omaha,MLB,MLB,USA,07/02/2041,26,4.5,4.5,284000.0,0,284000.0,1
RP,Geronimo Riquelme,Houston,MLB,MLB,PUR,11/04/2041,26,3.5,4.0,284000.0,0,284000.0,1
2B,Alan Rivera,Colorado,MLB,MLB,PUR,04/04/2041,26,2.5,3.0,284000.0,0,284000.0,1
LF,Tito Rivera,Albuquerque,MLB,MLB,PUR,08/11/2042,25,2.5,3.0,284000.0,0,284000.0,1
RP,M.J. Rivest,Portland,MLB,MLB,CAN,04/18/2041,26,2.5,3.5,284000.0,0,284000.0,1
RP,Nicholas Roberts,Houston,MLB,MLB,CAN,07/23/2041,26,3.0,3.0,284000.0,0,284000.0,1
LF,Patrick Rodriguez,Montreal,MLB,MLB,USA,11/11/2044,23,2.5,5.0,284000.0,0,284000.0,1
LF,Taylor Rogers,Boise,MLB,MLB,USA,09/18/2042,25,2.5,5.0,284000.0,0,284000.0,1
1B,Teddy Rojas,Houston,MLB,MLB,PUR,06/10/2041,26,3.5,5.0,284000.0,0,284000.0,1
1B,Gregory Romero,Boise,MLB,MLB,USA,02/01/2042,25,4.0,4.5,284000.0,0,284000.0,1
SP,Hank Roy,Austin,MLB,MLB,USA,12/21/2041,26,3.0,3.0,284000.0,0,284000.0,1
RP,Wedo Rud,Colorado,MLB,MLB,USA,02/24/2040,27,2.5,2.5,284000.0,0,284000.0,1
C,Dave Ruhe,San Francisco,MLB,MLB,USA,11/13/2042,25,2.5,3.0,284000.0,0,284000.0,1
SP,Ronnie Ruvalcana,San Francisco,MLB,MLB,CUB,02/04/2037,30,4.0,4.0,284000.0,0,284000.0,1
RP,Gerardo Ruíz,Chicago,MLB,MLB,MEX,09/17/2041,26,2.5,3.0,284000.0,0,284000.0,1
RF,Felipe Ríos,Atlanta,MLB,MLB,MEX,04/02/2039,28,2.5,2.5,284000.0,0,284000.0,1
RP,Mackay Sabatino,Milwaukee,MLB,MLB,USA,06/29/2041,26,2.5,3.0,284000.0,0,284000.0,1
LF,Liam Salerno,Philadelphia,MLB,MLB,USA,06/22/2041,26,1.5,3.0,284000.0,0,284000.0,1
RF,Rico Salgado,San Diego,MLB,MLB,MEX,08/25/2039,28,3.0,3.0,284000.0,0,284000.0,1
RP,Cyrus Salmon,Tampa Bay,MLB,MLB,USA,11/19/2042,25,3.5,4.0,284000.0,0,284000.0,1
CF,Frandy Santiago,Los Angeles,MLB,MLB,PUR,06/05/2041,26,3.0,3.0,284000.0,0,284000.0,1
3B,Frank Santiago,Baltimore,MLB,MLB,PUR,05/02/2041,26,2.0,2.5,284000.0,0,284000.0,1
RP,Josimar Santiago,Carolina,MLB,MLB,PUR,10/21/2042,25,2.5,4.0,284000.0,0,284000.0,1
RP,Sebastian Santiago,Washington,MLB,MLB,PUR,07/13/2043,24,4.0,4.0,284000.0,0,284000.0,1
SP,Chaucer Schmidt,Baltimore,MLB,MLB,USA,08/15/2043,24,2.5,3.5,284000.0,0,284000.0,1
3B,Alexander Schmitt,Cincinnati,MLB,MLB,USA,02/18/2044,23,1.5,4.0,284000.0,0,284000.0,1
CF,Reuben Schofield,Vancouver,MLB,MLB,USA,02/10/2042,25,4.5,5.0,284000.0,0,284000.0,1
RP,Offerman Scholz,Cleveland,MLB,MLB,PUR,02/21/2042,25,2.0,3.0,284000.0,0,284000.0,1
CF,Dom Scott,Boston,MLB,MLB,USA,01/02/2041,27,3.0,3.0,284000.0,0,284000.0,1
SP,Ifreidi Scott,Portland,MLB,MLB,PUR,08/17/2042,25,3.0,3.5,284000.0,0,284000.0,1
1B,Zilla Serrano,Los Angeles,MLB,MLB,PUR,03/30/2043,24,3.0,3.0,284000.0,0,284000.0,1
RP,Theodore Sessa,Portland,MLB,MLB,BAH,05/19/2037,30,2.5,2.5,284000.0,0,284000.0,1
RP,Rick Sexton,St. Louis,MLB,MLB,USA,06/17/2042,25,2.5,2.5,284000.0,0,284000.0,1
1B,Alex Sheats,Nashville,MLB,MLB,USA,07/17/2041,26,1.5,2.5,284000.0,0,284000.0,1
RP,Hunter Sheetz,Houston,MLB,MLB,USA,04/13/2042,25,2.0,4.0,284000.0,0,284000.0,1
RF,Jason Sheppard,Atlanta,MLB,MLB,USA,01/29/2043,25,2.0,3.0,284000.0,0,284000.0,1
CF,Lewis Shick,Salt Lake,MLB,MLB,USA,01/28/2040,28,3.0,3.0,284000.0,0,284000.0,1
RP,Zain Shine,Tampa Bay,MLB,MLB,USA,10/23/2041,26,3.0,3.5,284000.0,0,284000.0,1
2B,Kelly Shorty,Montreal,MLB,MLB,USA,03/04/2041,26,2.0,2.5,284000.0,0,284000.0,1
RP,Si-U Sin,Atlanta,MLB,MLB,KOR,03/08/2044,23,1.5,4.0,284000.0,0,284000.0,1
2B,Colt Sipes,Miami,MLB,MLB,USA,11/29/2040,27,2.5,2.5,284000.0,0,284000.0,1
3B,Kai-Ke Skinner,Kansas City,MLB,MLB,USA,11/17/2043,24,2.0,3.5,284000.0,0,284000.0,1
CF,Danny Smiley,Seattle,MLB,MLB,USA,06/03/2043,24,3.0,4.5,284000.0,0,284000.0,1
RP,Rylan Smiley,Tampa Bay,MLB,MLB,USA,09/10/2042,25,1.5,3.0,284000.0,0,284000.0,1
1B,Garth Smith,Albuquerque,MLB,MLB,CAN,04/13/2041,26,2.5,2.5,284000.0,0,284000.0,1
C,Nick Smith,Kansas City,MLB,MLB,USA,06/30/2042,25,2.0,3.0,284000.0,0,284000.0,1
1B,Tommy Smith,Austin,MLB,MLB,USA,03/24/2044,23,2.0,5.0,284000.0,0,284000.0,1
CF,Mario Solano,Vancouver,MLB,MLB,USA,11/21/2040,27,2.5,2.5,284000.0,0,284000.0,1
RP,Martí Soriano,Miami,MLB,MLB,PUR,09/15/2040,27,2.5,3.0,284000.0,0,284000.0,1
C,Manuel Sosa,Portland,MLB,MLB,CUB,02/03/2043,24,2.0,2.5,284000.0,0,284000.0,1
RP,Stéfano Sosa,Los Angeles,MLB,MLB,PUR,11/16/2036,31,2.5,2.5,284000.0,0,284000.0,1
SP,Elias Spencer,Vancouver,MLB,MLB,USA,02/01/2042,25,3.0,3.5,284000.0,0,284000.0,1
RP,Bobby Spillman,Tampa Bay,MLB,MLB,USA,03/29/2043,24,3.5,3.5,284000.0,0,284000.0,1
SS,Benjamin Spitzer,Toronto,MLB,MLB,USA,06/02/2042,25,2.5,3.0,284000.0,0,284000.0,1
3B,Alyanser Squatrito,Omaha,MLB,MLB,USA,07/07/2043,24,1.5,3.5,284000.0,0,284000.0,1
RP,Les St. Croix,Minnesota,MLB,MLB,USA,01/03/2044,24,1.5,3.5,284000.0,0,284000.0,1
LF,Madden Steinberg,Philadelphia,MLB,MLB,USA,06/08/2044,23,4.0,5.0,284000.0,0,284000.0,1
C,Brian Steiner,St. Louis,MLB,MLB,USA,06/20/2039,28,2.5,3.0,284000.0,0,284000.0,1
1B,Wil Stelling,Montreal,MLB,MLB,USA,06/05/2043,24,2.0,3.0,284000.0,0,284000.0,1
LF,Ray Stephens,Los Angeles,MLB,MLB,USA,03/22/2041,26,3.0,3.0,284000.0,0,284000.0,1
2B,Sebastian Steward,Nashville,MLB,MLB,USA,07/19/2043,24,2.5,2.5,284000.0,0,284000.0,1
CF,Tatum Straub,Atlanta,MLB,MLB,USA,07/23/2041,26,2.5,4.0,284000.0,0,284000.0,1
1B,Kerry Suey,Atlanta,MLB,MLB,USA,10/14/2041,26,2.5,3.5,284000.0,0,284000.0,1
C,Rex Sukur,Kansas City,MLB,MLB,USA,06/20/2042,25,2.5,5.0,284000.0,0,284000.0,1
1B,Connor Sullivan,Albuquerque,MLB,MLB,USA,04/07/2042,25,4.0,4.0,284000.0,0,284000.0,1
1B,Eden Sullivan,Omaha,MLB,MLB,USA,09/24/2042,25,2.5,2.5,284000.0,0,284000.0,1
C,Arjee Sunil,Toronto,MLB,MLB,CAN,02/15/2042,25,2.0,3.0,284000.0,0,284000.0,1
C,Derek Sutton,Baltimore,MLB,MLB,USA,06/02/2040,27,5.0,5.0,284000.0,0,284000.0,1
LF,Millard Swanson,Los Angeles,MLB,MLB,USA,04/08/2041,26,2.5,2.5,284000.0,0,284000.0,1
3B,Barrett Tassé,Albuquerque,MLB,MLB,CAN,08/09/2042,25,3.0,4.0,284000.0,0,284000.0,1
RF,Herb Temores,Los Angeles,MLB,MLB,PUR,07/22/2042,25,3.5,5.0,284000.0,0,284000.0,1
CF,Jude Teschendorf,New Orleans,MLB,MLB,USA,10/01/2039,28,2.5,2.5,284000.0,0,284000.0,1
2B,Cason Thomas,Austin,MLB,MLB,USA,11/11/2040,27,2.5,3.0,284000.0,0,284000.0,1
RP,Oscar Thompson,Cincinnati,MLB,MLB,USA,08/01/2042,25,2.0,2.5,284000.0,0,284000.0,1
RP,Jared Thurman,Albuquerque,MLB,MLB,CAN,07/25/2040,27,2.5,2.5,284000.0,0,284000.0,1
1B,Caden Tidwell,Montreal,MLB,MLB,USA,09/09/2041,26,2.0,4.0,284000.0,0,284000.0,1
CF,Vic Tokarski,Austin,MLB,MLB,CAN,03/30/2044,23,2.0,4.0,284000.0,0,284000.0,1
RF,Liam Tulip,Milwaukee,MLB,MLB,USA,07/17/2041,26,5.0,5.0,284000.0,0,284000.0,1
1B,D.J. Twing,Atlanta,MLB,MLB,USA,06/15/2042,25,1.5,2.5,284000.0,0,284000.0,1
LF,Roy Valadez,Boston,MLB,MLB,USA,11/07/2043,24,4.5,5.0,284000.0,0,284000.0,1
1B,Jeff Valdez,Omaha,MLB,MLB,USA,06/05/2044,23,2.5,4.0,284000.0,0,284000.0,1
3B,Nicolás Valentin,Miami,MLB,MLB,PUR,09/23/2042,25,2.0,3.5,284000.0,0,284000.0,1
RP,Louis Valenzuelo,Cleveland,MLB,MLB,USA,08/30/2035,32,2.5,2.5,284000.0,0,284000.0,1
LF,Johnson Varelas,Carolina,MLB,MLB,USA,01/25/2040,28,3.0,3.0,284000.0,0,284000.0,1
RP,Isaac Vasquez,Austin,MLB,MLB,USA,08/02/2040,27,2.5,2.5,284000.0,0,284000.0,1
RF,Cory Vaughn,Austin,MLB,MLB,USA,11/23/2042,25,2.5,3.0,284000.0,0,284000.0,1
2B,Ezra Vazquez,Atlanta,MLB,MLB,PUR,03/21/2040,27,2.5,2.5,284000.0,0,284000.0,1
LF,Sancho Vazquez,St. Louis,MLB,MLB,PUR,01/09/2043,25,2.5,4.5,284000.0,0,284000.0,1
RP,Ramón Vega,Philadelphia,MLB,MLB,PUR,03/11/2044,23,1.5,4.5,284000.0,0,284000.0,1
RF,Macho Vela,Omaha,MLB,MLB,USA,12/24/2039,28,3.0,4.0,284000.0,0,284000.0,1
LF,Matt Velez,Cleveland,MLB,MLB,PUR,01/21/2041,27,2.5,3.0,284000.0,0,284000.0,1
RP,Emanuel Vigil,Austin,MLB,MLB,USA,08/13/2038,29,2.5,3.0,284000.0,0,284000.0,1
SP,Monico Villar,San Francisco,MLB,MLB,PUR,05/27/2046,21,4.5,5.0,284000.0,0,284000.0,1
RP,Celestino Vásquez,Chicago,MLB,MLB,PUR,04/07/2034,33,2.5,2.5,284000.0,0,284000.0,1
RP,Santiago Vázquez,Salt Lake,MLB,MLB,CUB,01/02/2036,32,3.0,3.0,284000.0,0,284000.0,1
3B,Nile Waggoner,Boston,MLB,MLB,USA,08/25/2042,25,2.5,3.5,284000.0,0,284000.0,1
LF,Isaac Wagler,Albuquerque,MLB,MLB,USA,06/06/2042,25,2.5,4.5,284000.0,0,284000.0,1
2B,Bryan Walters,Omaha,MLB,MLB,USA,11/16/2042,25,2.0,4.0,284000.0,0,284000.0,1
RF,L.J. Waver,Austin,MLB,MLB,USA,03/19/2040,27,3.0,3.0,284000.0,0,284000.0,1
RP,Austin Wells,Seattle,MLB,MLB,USA,10/26/2042,25,2.0,3.5,284000.0,0,284000.0,1
2B,Jeremiah Whicker,Los Angeles,MLB,MLB,USA,04/15/2044,23,2.0,4.5,284000.0,0,284000.0,1
2B,Arthur Whitmer,Boise,MLB,MLB,USA,02/23/2043,24,2.0,4.5,284000.0,0,284000.0,1
CF,Jaden Wiethorn,San Francisco,MLB,MLB,USA,03/28/2042,25,2.5,4.0,284000.0,0,284000.0,1
1B,Kojo Wiley,Minnesota,MLB,MLB,USA,10/16/2043,24,1.5,3.5,284000.0,0,284000.0,1
SP,Julian Williams,New York,MLB,MLB,USA,06/07/2039,28,2.5,2.5,284000.0,0,284000.0,1
LF,Mad Dog Williams,Cincinnati,MLB,MLB,USA,07/03/2041,26,2.5,4.5,284000.0,0,284000.0,1
RP,Mark Williams,Minnesota,MLB,MLB,USA,03/14/2042,25,3.0,3.0,284000.0,0,284000.0,1
